"Call..Failure","Complains","Subscription..Length","Charge..Amount","Seconds.of.Use","Frequency.of.use","Frequency.of.SMS","Distinct.Called.Numbers","Age.Group","Tariff.Plan","Status","Age","Customer.Value","Churn","Seconds.of.Use.Interval"
6,0,28,3,1999600,96,498,0,2,2,2,60,370.367891086211,0,"(1.96e+06,2e+06]"
2,0,29,6,7982,97,229,1,5,1,1,26,4181.75177363967,1,"[0,4e+04]"
17,0,16,9,3066,289,256,47,2,1,1,31,1624.79246212311,1,"[0,4e+04]"
26,0,35,5,8638,226,42,26,2,1,2,20,1764.29871438665,1,"[0,4e+04]"
9,0,47,5,2337,144,241,1,3,1,1,22,899.017871207808,0,"[0,4e+04]"
6,0,59,8,5594,155,41,29,3,1,1,43,4176.52060746239,0,"[0,4e+04]"
16,1,59,1,2460,269,94,9,1,1,1,58,2023.52881924212,0,"[0,4e+04]"
13,1,31,3,6820,161,433,18,1,1,1,35,244.179353401568,1,"[0,4e+04]"
23,0,4,4,3442,111,253,41,4,2,2,55,4831.24813913081,0,"[0,4e+04]"
2,0,37,0,16191,184,187,15,5,1,1,38,1279.43606980431,0,"[0,4e+04]"
11,1,17,7,19095,204,384,12,3,1,2,56,4680.88638953236,0,"[0,4e+04]"
27,0,39,7,16326,96,306,47,1,1,1,33,1506.1918132338,1,"[0,4e+04]"
12,0,48,5,10529,54,399,49,5,1,1,57,4157.13297349057,1,"[0,4e+04]"
1,1,46,4,17675,116,166,7,2,2,2,40,3321.09746229595,0,"[0,4e+04]"
2,0,26,7,10390,92,270,49,5,1,2,46,4306.41715994782,1,"[0,4e+04]"
4,0,48,2,14030,292,124,30,3,2,2,27,4880.58993351449,1,"[0,4e+04]"
10,1,39,2,5374,203,160,44,4,2,2,22,4357.41841728306,1,"[0,4e+04]"
7,0,41,1,13142,281,86,24,3,2,1,28,2018.3258075001,1,"[0,4e+04]"
25,0,4,4,19039,188,308,38,1,2,1,46,4072.51740747581,1,"[0,4e+04]"
22,1,30,2,12204,83,488,20,1,2,2,62,3558.25405153547,1,"[0,4e+04]"
22,0,30,2,7394,179,225,49,5,1,1,44,308.018354158267,1,"[0,4e+04]"
11,1,22,5,17088,273,144,37,3,2,1,69,4648.80048868812,1,"[0,4e+04]"
6,0,11,7,825,180,344,40,1,2,1,51,2329.80545813416,1,"[0,4e+04]"
14,0,2,1,9196,180,247,28,2,1,2,31,672.25282848128,0,"[0,4e+04]"
23,1,44,3,11652,282,361,5,2,2,2,58,2126.89048599073,0,"[0,4e+04]"
16,1,12,6,16760,286,5,17,4,1,2,59,3015.70622560739,1,"[0,4e+04]"
3,0,30,0,972,105,30,48,5,1,2,27,2864.73062541955,1,"[0,4e+04]"
28,1,36,0,11268,128,196,43,1,1,2,59,2873.96823393151,1,"[0,4e+04]"
21,1,18,9,443,261,231,34,4,1,2,68,1279.19641575867,1,"[0,4e+04]"
24,0,26,6,754,10,295,26,2,2,2,28,3163.51224710595,0,"[0,4e+04]"
12,0,53,6,16023,161,413,4,4,2,1,28,4537.07416888831,1,"[0,4e+04]"
17,0,7,0,10363,180,324,6,4,2,1,52,1943.334732758,0,"[0,4e+04]"
0,1,1,0,10897,212,459,9,1,1,2,36,3152.90141310055,0,"[0,4e+04]"
15,1,58,3,5396,273,134,9,1,1,1,41,1219.93503503623,0,"[0,4e+04]"
12,1,26,4,3465,20,492,27,1,1,1,18,241.405100943509,0,"[0,4e+04]"
9,1,23,4,2711,274,12,35,5,2,2,29,2928.65681959703,0,"[0,4e+04]"
11,0,26,3,18791,259,496,9,4,1,1,64,237.749010926129,0,"[0,4e+04]"
29,1,45,7,5747,115,3,49,4,2,1,31,3617.92297460237,1,"[0,4e+04]"
1,0,6,6,18107,24,177,34,5,2,2,20,3351.76348900882,1,"[0,4e+04]"
22,1,6,8,1919,253,233,34,2,1,2,69,1846.62509450658,0,"[0,4e+04]"
2,0,44,6,17302,210,258,36,3,1,1,62,2056.45054823991,1,"[0,4e+04]"
9,0,8,9,13473,256,139,47,2,1,2,67,4588.8046823865,0,"[0,4e+04]"
1,0,24,0,16965,167,64,19,5,1,2,49,65.6681276153137,1,"[0,4e+04]"
29,1,22,6,14235,20,282,12,4,1,1,33,2816.51690411496,0,"[0,4e+04]"
26,0,19,0,15710,85,362,10,4,2,2,55,4616.80562867232,0,"[0,4e+04]"
22,0,37,6,14434,14,305,44,1,2,1,27,4569.93623884798,1,"[0,4e+04]"
12,1,18,9,13478,49,204,18,1,1,2,34,2923.27881912346,0,"[0,4e+04]"
12,0,31,7,3881,195,16,27,4,1,1,66,1906.14999454799,1,"[0,4e+04]"
17,1,37,8,1999,287,199,37,4,1,2,57,494.51763166187,0,"[0,4e+04]"
2,1,30,2,14849,244,31,44,1,2,1,21,868.921019061752,1,"[0,4e+04]"
26,0,57,3,10903,200,211,3,1,2,2,32,3398.36677601831,1,"[0,4e+04]"
6,0,42,3,16784,192,434,36,2,2,1,50,83.1704190488392,1,"[0,4e+04]"
13,1,33,8,14700,145,272,18,4,2,2,56,4417.42788203991,1,"[0,4e+04]"
19,0,10,6,5445,126,289,36,4,1,1,27,2939.67235072942,1,"[0,4e+04]"
28,1,37,2,2628,174,290,13,5,2,2,24,225.733311323821,0,"[0,4e+04]"
29,1,12,9,18040,133,482,30,2,2,1,50,1198.83710095816,0,"[0,4e+04]"
16,1,54,4,17004,65,485,27,3,1,1,34,2971.00455283827,1,"[0,4e+04]"
28,0,30,6,246,278,233,35,3,1,2,29,178.006327299076,0,"[0,4e+04]"
29,1,27,7,5212,245,407,43,3,2,2,34,3899.93700978881,0,"[0,4e+04]"
20,0,39,0,3339,236,181,37,1,1,1,64,4599.61033415302,1,"[0,4e+04]"
11,0,9,1,19394,170,145,18,3,1,2,33,4806.10196650969,1,"[0,4e+04]"
24,0,54,6,2368,50,49,41,5,1,1,31,3668.29623450263,0,"[0,4e+04]"
15,0,21,1,12186,152,429,0,1,2,1,20,4284.12735419759,1,"[0,4e+04]"
23,1,12,6,1839,79,431,22,1,2,1,68,3053.53731164868,1,"[0,4e+04]"
11,0,55,8,19287,144,102,27,3,1,1,61,2292.71832270787,1,"[0,4e+04]"
14,1,29,1,6205,273,32,47,1,1,1,68,3565.67376686104,0,"[0,4e+04]"
24,1,33,6,4395,154,496,3,2,2,1,67,1120.90332131348,1,"[0,4e+04]"
9,0,43,3,15290,142,470,40,2,2,2,47,548.921630977751,0,"[0,4e+04]"
29,1,53,1,3691,297,88,17,3,1,1,690,3809.25488064449,1,"[0,4e+04]"
24,1,15,6,7470,33,484,48,5,1,1,690,4790.93396492935,0,"[0,4e+04]"
6,0,2,4,3841,238,410,46,1,2,1,58,2887.39666164012,1,"[0,4e+04]"
19,1,52,0,4348,137,384,38,4,1,1,52,2412.7118549893,1,"[0,4e+04]"
4,1,39,4,17776,253,340,24,3,2,1,43,2672.02115636092,1,"[0,4e+04]"
0,1,53,2,6060,4,314,17,1,1,2,29,2392.32092192416,0,"[0,4e+04]"
29,1,44,6,15525,175,240,5,3,2,2,48,2211.00140588619,0,"[0,4e+04]"
16,0,54,5,4300,213,265,18,3,1,1,69,4735.17847073106,0,"[0,4e+04]"
2,1,18,7,3338,22,222,11,5,2,1,34,2398.81595564124,0,"[0,4e+04]"
12,1,3,4,5487,12,235,24,4,1,1,54,405.512205069893,1,"[0,4e+04]"
13,1,7,1,3514,240,152,34,1,1,2,25,3827.58339535118,1,"[0,4e+04]"
23,1,43,8,17143,275,467,0,3,1,2,36,1957.80801703957,0,"[0,4e+04]"
29,0,18,7,11280,91,56,4,3,1,1,43,3553.46772874442,0,"[0,4e+04]"
17,1,44,5,10307,107,321,0,1,2,2,21,2897.84679787203,0,"[0,4e+04]"
3,0,38,9,9915,228,374,7,3,1,1,32,3565.90032577925,0,"[0,4e+04]"
17,1,37,6,11158,151,111,38,3,2,1,68,309.969785178398,0,"[0,4e+04]"
29,0,58,8,8621,107,14,46,3,2,2,64,169.366613339115,0,"[0,4e+04]"
4,0,33,6,10547,288,411,42,2,1,2,31,1892.70812425571,1,"[0,4e+04]"
24,0,44,2,13485,175,268,17,2,2,2,47,3465.8306891097,0,"[0,4e+04]"
15,0,59,5,2459,285,113,45,4,1,2,65,1118.41263452997,0,"[0,4e+04]"
0,0,31,6,5273,240,251,8,5,2,2,59,2167.00358981286,0,"[0,4e+04]"
20,1,58,1,18102,144,499,4,1,1,1,41,4904.05131986487,1,"[0,4e+04]"
13,1,11,2,9457,13,373,3,5,1,2,63,1074.37277258673,0,"[0,4e+04]"
14,1,4,3,5423,274,141,43,5,2,1,69,4239.71730885682,1,"[0,4e+04]"
8,0,59,9,17692,70,113,28,2,2,2,60,4127.30442405598,1,"[0,4e+04]"
14,1,18,5,17434,194,449,0,4,1,1,51,4456.76092644494,0,"[0,4e+04]"
16,0,4,0,5479,299,289,29,5,2,2,36,4575.70871814394,1,"[0,4e+04]"
24,0,49,8,15419,10,482,44,5,1,2,20,2536.60096199066,0,"[0,4e+04]"
23,1,34,4,2249,105,356,0,3,1,1,21,3409.66891597788,1,"[0,4e+04]"
3,1,29,6,2809,257,24,2,1,2,2,28,3094.45456007847,0,"[0,4e+04]"
11,0,24,8,2921,195,367,21,4,1,1,30,1544.74270182778,0,"[0,4e+04]"
26,0,22,8,4676,144,309,7,1,2,2,67,1398.93793077354,1,"[0,4e+04]"
25,1,2,0,2417,219,254,17,2,1,1,35,1707.84984750546,0,"[0,4e+04]"
4,1,44,0,16916,173,462,24,5,1,1,36,1092.28866003846,0,"[0,4e+04]"
28,1,6,2,13463,215,267,47,5,1,2,61,3786.91775246398,1,"[0,4e+04]"
4,1,42,5,8167,92,125,19,1,2,2,50,4822.86434213258,1,"[0,4e+04]"
10,0,25,1,1469,259,392,30,2,1,2,55,4338.85870919039,0,"[0,4e+04]"
27,1,55,9,7292,62,249,29,3,1,2,20,1089.7020204419,1,"[0,4e+04]"
5,1,57,0,6931,28,286,15,3,2,2,66,259.577353560899,0,"[0,4e+04]"
6,1,21,0,19808,274,333,1,5,1,1,52,3785.46953536088,1,"[0,4e+04]"
23,0,55,4,1091,284,476,16,5,2,2,18,1951.06902954308,1,"[0,4e+04]"
13,0,59,3,16363,69,52,9,4,2,2,52,4123.06308083358,1,"[0,4e+04]"
23,0,16,0,260,278,367,6,1,2,1,53,3896.17898293226,0,"[0,4e+04]"
10,0,31,3,10456,230,42,41,5,1,1,55,3127.05125999504,0,"[0,4e+04]"
29,1,14,2,13435,254,165,8,2,2,2,56,1276.69667189698,0,"[0,4e+04]"
12,0,39,1,9377,171,41,16,1,1,1,42,520.178839150735,0,"[0,4e+04]"
1,1,28,8,15813,179,379,8,4,2,2,57,1263.24163028068,0,"[0,4e+04]"
24,1,32,0,4301,263,455,8,3,1,1,30,2548.79847672734,1,"[0,4e+04]"
6,1,28,6,7207,182,175,36,4,2,1,21,4897.31487821191,0,"[0,4e+04]"
19,1,51,3,16476,204,66,23,1,2,1,23,318.436201001793,1,"[0,4e+04]"
3,0,55,4,8556,248,65,38,3,2,2,28,1000.36000407966,1,"[0,4e+04]"
26,0,49,9,13795,212,399,10,2,1,1,18,3136.39728846213,1,"[0,4e+04]"
7,0,9,4,6125,158,82,7,3,2,2,25,1521.82197333514,0,"[0,4e+04]"
19,1,58,0,1924,99,349,24,3,1,2,51,4292.52149719942,1,"[0,4e+04]"
28,1,45,5,19479,111,104,45,2,1,2,57,697.084935327975,0,"[0,4e+04]"
21,1,22,8,6683,165,399,1,5,1,1,69,4815.78761791971,0,"[0,4e+04]"
20,1,32,1,18922,35,286,9,5,1,2,26,4561.87445758263,0,"[0,4e+04]"
18,1,5,6,18660,111,373,23,3,1,1,53,4437.64528005361,0,"[0,4e+04]"
12,0,23,5,13331,86,185,47,3,1,1,66,865.34520881708,1,"[0,4e+04]"
13,1,5,4,9945,182,283,15,4,2,2,56,1647.48062126322,0,"[0,4e+04]"
9,0,42,3,17294,84,3,18,5,2,2,59,4020.48421116764,1,"[0,4e+04]"
10,1,53,3,306,268,137,30,2,1,2,54,4039.04032779973,1,"[0,4e+04]"
1,1,32,5,4231,164,178,10,3,1,2,59,3525.87707603566,0,"[0,4e+04]"
24,0,59,3,6028,89,236,5,3,2,2,61,2240.25440766876,1,"[0,4e+04]"
25,0,10,4,12207,237,17,5,4,2,1,38,1557.94635336719,1,"[0,4e+04]"
8,1,59,5,6658,21,302,31,4,1,1,37,4814.78968090864,1,"[0,4e+04]"
16,1,39,4,6336,166,415,38,4,2,2,55,696.31134944173,0,"[0,4e+04]"
25,1,58,6,13896,214,413,47,1,1,2,18,218.770304809781,1,"[0,4e+04]"
2,1,15,8,9630,57,419,12,2,2,2,52,45.6525999493057,0,"[0,4e+04]"
23,0,7,9,17256,29,8,2,1,2,1,45,3875.13454816844,0,"[0,4e+04]"
5,1,29,6,1999600,105,419,40,3,2,1,24,283.525729833697,0,"(1.96e+06,2e+06]"
4,0,59,6,17049,166,28,34,4,2,2,60,2693.21802235956,0,"[0,4e+04]"
4,1,47,3,8400,153,143,37,4,2,2,61,1836.46220533651,1,"[0,4e+04]"
21,0,3,0,951,6,347,16,4,1,1,26,734.539450361035,1,"[0,4e+04]"
14,0,19,7,9249,196,148,2,5,1,1,18,3702.97743443602,1,"[0,4e+04]"
22,1,10,3,12936,45,63,33,2,2,2,53,275.034155219673,0,"[0,4e+04]"
16,0,28,0,14455,17,366,11,1,1,2,51,1591.96919292726,1,"[0,4e+04]"
8,1,29,4,4722,152,449,23,2,1,1,51,2810.95612710045,0,"[0,4e+04]"
2,0,15,7,12812,263,379,5,4,2,1,34,2012.07861678126,1,"[0,4e+04]"
19,1,35,3,4008,73,186,41,3,1,1,49,1295.740993296,0,"[0,4e+04]"
25,0,6,7,10060,144,365,10,5,1,1,19,4630.00502353023,0,"[0,4e+04]"
16,1,12,7,13056,101,226,47,2,2,1,53,4654.85194249332,0,"[0,4e+04]"
28,1,47,2,6655,120,117,26,3,1,2,42,2080.47269804613,0,"[0,4e+04]"
26,0,38,8,17155,175,411,47,4,2,2,60,1968.7220838071,1,"[0,4e+04]"
9,0,13,2,13027,62,438,23,4,2,1,68,1536.9252374335,0,"[0,4e+04]"
2,0,29,0,4030,295,355,17,4,1,1,43,4278.7809645618,1,"[0,4e+04]"
17,0,19,1,521,83,253,26,4,2,1,62,2839.57642997452,1,"[0,4e+04]"
17,1,3,5,19739,14,30,40,5,1,1,43,447.611064512276,1,"[0,4e+04]"
29,0,8,9,1400,133,160,20,5,1,2,38,4266.60351559184,0,"[0,4e+04]"
16,1,8,1,11930,120,214,33,2,2,2,35,2674.431349785,0,"[0,4e+04]"
23,0,55,5,3723,127,443,32,4,1,2,46,2077.95902052954,0,"[0,4e+04]"
2,1,58,0,6579,287,168,47,5,1,2,68,1689.32471821779,1,"[0,4e+04]"
2,1,20,0,19631,179,80,17,3,1,1,41,497.132951564724,0,"[0,4e+04]"
5,1,47,4,18242,81,45,2,5,1,1,64,4783.51078200435,0,"[0,4e+04]"
12,1,4,9,4781,12,48,23,5,1,2,45,3706.21758736151,1,"[0,4e+04]"
23,0,51,8,12873,23,448,0,2,1,1,29,658.887815494904,0,"[0,4e+04]"
28,0,21,7,18782,167,297,5,5,1,2,28,2556.34409567417,1,"[0,4e+04]"
14,1,3,2,16526,269,406,18,3,2,1,44,2777.87598893143,1,"[0,4e+04]"
24,0,45,2,11043,69,367,21,4,1,1,40,839.443785153779,1,"[0,4e+04]"
8,0,8,0,19853,88,282,42,1,2,2,50,2136.10764431152,0,"[0,4e+04]"
3,1,23,2,16375,188,472,7,2,2,1,33,3228.73057727004,0,"[0,4e+04]"
13,0,16,0,17101,256,415,4,3,1,1,45,1420.0528590738,1,"[0,4e+04]"
4,0,13,7,642,216,466,8,2,2,1,45,1658.04477444974,1,"[0,4e+04]"
1,0,3,0,18932,31,87,46,4,2,2,62,610.14238532504,0,"[0,4e+04]"
10,1,48,4,11885,140,120,20,5,2,1,55,2066.20322162878,0,"[0,4e+04]"
8,0,9,8,7549,160,2,27,5,1,1,23,2919.28642354147,1,"[0,4e+04]"
23,1,14,6,13397,31,315,45,3,2,1,59,582.627703496585,1,"[0,4e+04]"
2,0,13,3,15074,151,459,3,4,2,2,46,3073.92179417518,1,"[0,4e+04]"
26,0,53,8,13771,259,226,23,1,2,1,51,1988.96607376406,0,"[0,4e+04]"
27,0,57,8,949,215,78,7,1,2,1,20,3390.91127195404,1,"[0,4e+04]"
28,1,7,1,16905,278,144,16,5,2,2,23,1574.18487758413,0,"[0,4e+04]"
8,1,15,9,14732,284,241,33,4,2,1,65,2842.49619145802,1,"[0,4e+04]"
2,0,7,9,16738,97,31,19,4,1,1,55,3064.01424129901,0,"[0,4e+04]"
24,1,38,5,17866,29,262,15,3,2,1,30,3452.53699573072,1,"[0,4e+04]"
1,0,34,3,9839,89,210,9,1,2,2,53,3784.6949176865,0,"[0,4e+04]"
11,1,41,7,12823,147,70,33,3,1,1,32,681.75854949954,0,"[0,4e+04]"
9,1,22,6,18599,143,383,42,2,1,1,23,4826.21371100139,0,"[0,4e+04]"
8,0,24,6,18921,66,196,9,4,2,2,50,4218.22707826881,0,"[0,4e+04]"
14,0,49,9,14690,57,57,29,1,2,2,58,2811.59391299309,0,"[0,4e+04]"
7,0,37,8,6339,280,423,29,3,1,1,29,4451.79435389179,0,"[0,4e+04]"
24,0,44,4,10956,278,468,24,5,2,1,60,1912.16483990375,1,"[0,4e+04]"
4,1,1,5,3765,235,111,45,2,2,1,30,171.432758030667,1,"[0,4e+04]"
10,1,10,0,2827,127,47,42,3,1,2,50,3635.15690433972,1,"[0,4e+04]"
26,1,43,5,2058,208,434,40,5,2,1,68,4716.7207467768,0,"[0,4e+04]"
1,0,16,1,11519,185,184,6,1,1,2,45,809.273317876512,0,"[0,4e+04]"
23,0,46,5,730,168,366,46,1,2,1,53,3219.36973508168,1,"[0,4e+04]"
27,1,8,8,1832,171,326,19,2,2,2,22,4067.12780326158,0,"[0,4e+04]"
14,0,56,7,8600,259,164,16,5,1,2,42,4525.33525819041,0,"[0,4e+04]"
5,1,49,8,15618,204,214,2,4,1,2,34,1382.63879557593,1,"[0,4e+04]"
7,1,25,9,7170,134,330,46,1,2,1,54,643.669046923658,1,"[0,4e+04]"
26,1,50,7,4179,45,329,45,4,2,2,36,1239.25056937967,1,"[0,4e+04]"
4,1,12,2,6299,8,120,39,4,2,2,52,2888.60820509568,1,"[0,4e+04]"
15,1,25,7,7830,160,212,35,3,1,1,60,4593.64128247766,1,"[0,4e+04]"
25,0,17,5,11439,288,310,25,3,1,2,51,2912.67905599253,1,"[0,4e+04]"
17,0,26,5,4802,105,40,9,1,1,2,63,4598.10650417998,1,"[0,4e+04]"
5,0,46,5,6615,289,352,33,4,1,1,23,3850.1851184561,0,"[0,4e+04]"
4,1,48,2,6762,87,403,13,3,1,2,36,2991.94732083905,0,"[0,4e+04]"
27,1,14,9,5543,191,288,7,5,1,1,18,108.992546316648,0,"[0,4e+04]"
15,1,41,0,4883,152,167,26,5,2,1,24,1665.37883938071,0,"[0,4e+04]"
12,1,36,3,15739,136,482,9,5,1,1,51,287.297786124531,1,"[0,4e+04]"
27,0,57,9,666,272,33,49,5,1,2,36,1611.21175137014,0,"[0,4e+04]"
4,0,23,5,276,148,317,14,4,1,1,50,311.667490792204,0,"[0,4e+04]"
12,1,43,9,14063,187,483,36,5,1,2,43,839.079307250312,0,"[0,4e+04]"
16,1,6,1,881,140,474,21,4,2,2,58,2053.42958121204,0,"[0,4e+04]"
17,1,47,6,2060,130,274,44,1,1,2,66,2574.4237271649,1,"[0,4e+04]"
7,0,5,6,14677,3,426,49,1,2,2,59,1085.70844146427,0,"[0,4e+04]"
12,0,43,3,18466,262,196,30,5,1,1,44,3662.88689628994,1,"[0,4e+04]"
29,0,25,3,6702,25,190,1,5,2,1,55,2951.8231093351,1,"[0,4e+04]"
28,1,18,0,9429,23,220,44,5,1,2,43,3458.80265381639,0,"[0,4e+04]"
18,1,13,1,15853,265,9,30,1,1,2,52,3663.82840546707,1,"[0,4e+04]"
25,0,43,8,158,228,119,13,3,1,1,37,3634.60169290512,0,"[0,4e+04]"
2,1,14,9,15996,268,122,9,1,1,1,41,4681.16950598426,1,"[0,4e+04]"
23,0,28,7,5229,124,246,29,5,2,1,64,1186.10166957334,1,"[0,4e+04]"
7,1,18,7,7956,171,359,35,3,2,2,38,1350.77819615634,1,"[0,4e+04]"
1,0,59,8,12566,233,396,46,3,1,1,43,471.005340010753,0,"[0,4e+04]"
7,1,57,6,2526,294,220,39,2,1,1,37,2962.93178715552,0,"[0,4e+04]"
26,0,28,8,7803,274,260,14,4,2,1,23,1975.92753818933,0,"[0,4e+04]"
12,0,51,9,6574,75,57,13,5,2,2,20,2480.99440333881,0,"[0,4e+04]"
12,0,56,1,8733,213,314,30,4,2,1,27,849.107288570699,1,"[0,4e+04]"
0,0,27,5,17522,157,459,28,2,1,1,29,3245.30125285692,0,"[0,4e+04]"
5,0,32,2,7257,203,127,26,4,2,1,50,3095.09680319726,1,"[0,4e+04]"
23,0,47,5,3283,148,186,20,5,1,2,39,1323.9221346601,1,"[0,4e+04]"
18,1,9,2,15909,74,204,8,2,1,2,33,2327.08345213037,1,"[0,4e+04]"
15,1,40,7,11802,228,85,19,4,2,1,34,4471.5046905364,1,"[0,4e+04]"
7,1,32,3,7896,61,103,34,1,1,2,27,3867.49517162899,1,"[0,4e+04]"
27,0,20,9,18803,57,142,14,3,1,2,29,1134.71938381666,1,"[0,4e+04]"
0,0,28,5,13526,273,204,23,2,2,1,36,4394.27426249802,1,"[0,4e+04]"
26,1,33,8,18140,107,128,48,1,1,2,57,336.564867107714,1,"[0,4e+04]"
26,0,4,1,11278,186,245,15,5,2,1,40,2069.64283027706,1,"[0,4e+04]"
15,0,46,1,13242,228,37,35,3,2,2,57,400.59113768698,1,"[0,4e+04]"
8,0,57,6,18690,47,4990,10,2,2,2,27,4621.07097093244,1,"[0,4e+04]"
12,0,34,1,2570,267,108,7,3,1,1,27,203.512209100217,0,"[0,4e+04]"
10,0,48,1,324,214,308,2,2,2,1,67,756.20148053956,1,"[0,4e+04]"
12,1,3,3,9721,289,51,18,2,2,1,27,4575.19971918276,0,"[0,4e+04]"
24,1,26,8,5645,253,0,45,4,1,2,56,2910.78822450315,0,"[0,4e+04]"
20,1,8,7,18329,86,10,40,3,1,2,47,3975.93987548133,1,"[0,4e+04]"
9,1,6,1,14404,180,313,2,3,2,2,21,82.0338013089755,1,"[0,4e+04]"
3,1,16,7,4486,24,234,35,1,1,2,18,2095.47535277659,1,"[0,4e+04]"
26,0,24,3,2430,221,127,24,5,1,1,60,4922.3281513714,1,"[0,4e+04]"
5,0,48,1,19894,48,423,35,1,1,1,36,2899.09533015078,0,"[0,4e+04]"
27,0,39,9,17229,174,213,10,4,1,1,22,4248.41394299959,0,"[0,4e+04]"
6,0,30,6,13156,273,482,15,2,1,1,47,4817.79738448439,1,"[0,4e+04]"
4,1,45,5,567,34,443,16,4,2,1,43,3425.20254511203,0,"[0,4e+04]"
10,1,13,9,2179,216,242,41,4,2,2,57,1638.1523084659,1,"[0,4e+04]"
12,1,5,4,2019,208,43,23,1,2,2,51,499945.531075313,1,"[0,4e+04]"
25,0,25,0,15919,159,5,16,2,1,1,19,356.38703938234,1,"[0,4e+04]"
24,1,20,1,19703,6,155,47,5,1,2,41,2138.8605100305,0,"[0,4e+04]"
18,0,54,7,18704,268,414,19,4,2,2,31,4576.9470781094,0,"[0,4e+04]"
22,1,18,0,18030,125,7,21,5,2,2,58,2390.3121329699,0,"[0,4e+04]"
9,1,47,2,3909,89,4,5,2,2,1,59,4554.9745506339,1,"[0,4e+04]"
9,0,18,1,8015,41,361,6,2,1,2,30,4085.70966614119,0,"[0,4e+04]"
10,0,2,4,3420,158,181,13,1,2,1,46,4920.93556644973,1,"[0,4e+04]"
20,1,10,3,14885,201,111,10,3,1,2,18,4738.47640946032,1,"[0,4e+04]"
29,1,55,6,16740,281,491,11,1,2,2,63,3532.41634526495,0,"[0,4e+04]"
6,0,45,4,7485,287,272,45,5,2,1,51,4356.08643437987,1,"[0,4e+04]"
17,1,50,7,19465,90,421,4,1,1,1,21,3740.38850816188,1,"[0,4e+04]"
3,1,47,3,18664,124,264,4,2,1,1,45,3516.97257321109,1,"[0,4e+04]"
1,0,12,5,4131,125,457,19,4,2,1,36,3577.79788948901,1,"[0,4e+04]"
13,1,47,3,10652,51,211,14,3,2,2,18,3605.21837678981,0,"[0,4e+04]"
12,0,13,1,14379,102,77,25,2,2,1,53,1897.09505930774,1,"[0,4e+04]"
28,1,50,0,14903,186,269,32,4,1,1,60,2117.81208026292,1,"[0,4e+04]"
11,0,47,0,15913,204,153,29,5,1,2,30,1470.35579586522,1,"[0,4e+04]"
6,1,57,7,19171,13,220,23,5,2,2,67,741.302878356647,0,"[0,4e+04]"
1,0,55,3,9470,103,368,22,5,2,2,59,2292.21700167096,1,"[0,4e+04]"
12,1,11,4,16849,116,445,8,1,2,1,22,4499.74644636141,1,"[0,4e+04]"
13,0,19,7,11540,92,346,2,5,1,1,50,3256.32353308914,0,"[0,4e+04]"
26,1,35,6,17871,143,24,35,5,2,2,31,280.901798590556,1,"[0,4e+04]"
16,1,39,7,4597,109,463,47,1,2,2,33,4055.99972282326,0,"[0,4e+04]"
8,1,53,7,4536,162,419,6,4,1,2,49,4677.0076360875,1,"[0,4e+04]"
16,1,26,5,16709,52,353,21,2,2,1,67,4147.11219993385,0,"[0,4e+04]"
7,1,46,9,9957,2,207,13,3,2,2,44,3637.70707077874,1,"[0,4e+04]"
1,1,14,1,4162,67,416,47,5,1,1,52,750.601979066607,0,"[0,4e+04]"
27,1,54,5,303,245,2,28,5,1,1,20,1744.99946126294,0,"[0,4e+04]"
23,1,45,0,5067,137,214,49,5,2,2,21,2826.43444174015,1,"[0,4e+04]"
12,1,44,0,5024,286,394,15,1,1,1,24,384.303896891948,1,"[0,4e+04]"
2,0,24,2,7715,65,111,47,1,1,1,30,531.351070678924,0,"[0,4e+04]"
15,0,41,2,11226,154,441,33,1,1,1,58,4671.26961005575,1,"[0,4e+04]"
5,1,1,4,2631,86,191,9,3,1,1,20,3513.45596637992,1,"[0,4e+04]"
18,0,51,0,13412,32,401,6,2,1,1,34,1375.43523025638,0,"[0,4e+04]"
290,1,43,9,199960,67,46,24,5,1,1,64,49994.5531075312,0,"(1.6e+05,2e+05]"
6,1,55,5,11647,186,488,26,4,1,2,27,1922.14652140085,1,"[0,4e+04]"
9,0,22,6,12569,191,427,14,5,2,1,64,375.356462893585,1,"[0,4e+04]"
8,1,23,9,2369,212,220,31,5,1,2,18,3695.88499357214,1,"[0,4e+04]"
1,1,56,2,11659,87,186,27,5,1,1,45,884.170060456028,1,"[0,4e+04]"
27,0,54,3,528,107,49,8,5,1,2,27,4025.60012410355,0,"[0,4e+04]"
27,0,19,9,10502,239,196,6,2,1,2,24,4229.36214888467,0,"[0,4e+04]"
14,1,18,9,4675,215,215,15,4,2,2,56,3192.17088713732,0,"[0,4e+04]"
29,0,12,9,18047,176,412,25,1,2,1,20,3849.27471699457,0,"[0,4e+04]"
4,0,55,9,19748,52,220,34,4,1,1,24,859.175833430217,1,"[0,4e+04]"
28,1,28,9,2341,48,379,16,5,2,1,26,2879.69491335318,0,"[0,4e+04]"
21,0,28,2,13919,113,89,22,4,2,1,57,3383.99657223066,0,"[0,4e+04]"
3,0,59,0,14730,94,231,7,5,2,1,52,3307.80290427139,1,"[0,4e+04]"
19,1,33,7,15256,24,322,1,4,2,1,43,586.449388215904,1,"[0,4e+04]"
3,0,19,9,4905,131,257,30,3,2,2,22,1721.91231240019,0,"[0,4e+04]"
17,0,28,9,15539,178,152,31,4,1,1,30,1625.18760741168,1,"[0,4e+04]"
